EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,LATITUDE_deg,LONGITUDE_deg,ALTITUDE_km,ION_DENSITY_m-3,ELECTRON_TEMPERATURE_K,ISS_PITCH_ANGLE_deg,SUNLIGHT_%,TIME_CODE_CORRECTION_
2020-09-09T00:00:00.856Z,-10.7750,296.581,422.125,3.05000e+11,1466.00,358.000,0.00000,0
2020-09-09T00:00:01.855Z,-10.7250,296.619,422.112,3.04000e+11,1384.00,358.000,0.00000,0
2020-09-09T00:00:02.856Z,-10.6740,296.656,422.098,3.15000e+11,1389.00,358.000,0.00000,0
2020-09-09T00:00:03.856Z,-10.6240,296.693,422.084,3.07000e+11,-999.000,358.000,0.00000,0
2020-09-09T00:00:04.855Z,-10.5740,296.730,422.071,3.17000e+11,1391.00,358.000,0.00000,0
2020-09-09T00:00:05.859Z,-10.5230,296.768,422.057,2.95000e+11,1417.00,358.000,0.00000,0
2020-09-09T00:00:06.860Z,-10.4730,296.805,422.043,3.09000e+11,1462.00,358.000,0.00000,0
2020-09-09T00:00:07.859Z,-10.4230,296.842,422.030,3.03000e+11,1542.00,358.000,0.00000,0
2020-09-09T00:00:08.863Z,-10.3720,296.879,422.016,3.07000e+11,1374.00,358.000,0.00000,0
2020-09-09T00:00:09.864Z,-10.3220,296.916,422.003,2.97000e+11,1419.00,358.000,0.00000,1
2020-09-09T00:00:10.863Z,-10.2710,296.954,421.989,2.94000e+11,1429.00,358.000,0.00000,0
2020-09-09T00:00:11.863Z,-10.2210,296.991,421.976,2.99000e+11,-999.000,358.000,0.00000,0
2020-09-09T00:00:12.868Z,-10.1710,297.028,421.962,2.98000e+11,1425.00,358.000,0.00000,0
2020-09-09T00:00:13.868Z,-10.1200,297.065,421.949,2.96000e+11,1235.00,358.000,0.00000,0
2020-09-09T00:00:14.867Z,-10.0700,297.102,421.935,3.10000e+11,1562.00,358.000,0.00000,0
2020-09-09T00:00:15.868Z,-10.0190,297.139,421.922,-1.00000e+31,1363.00,358.000,0.00000,0
2020-09-09T00:00:16.872Z,-9.96800,297.176,421.909,3.14000e+11,1440.00,358.000,0.00000,0
2020-09-09T00:00:17.871Z,-9.91800,297.213,421.895,3.03000e+11,-999.000,358.000,0.00000,0
2020-09-09T00:00:18.872Z,-9.86700,297.250,421.882,3.06000e+11,-999.000,358.000,0.00000,0
2020-09-09T00:00:19.872Z,-9.81700,297.287,421.869,3.01000e+11,1450.00,358.000,0.00000,0
2020-09-09T00:00:20.871Z,-9.76700,297.324,421.855,3.04000e+11,1409.00,358.000,0.00000,0
2020-09-09T00:00:21.875Z,-9.71600,297.361,421.842,2.99000e+11,1412.00,358.000,0.00000,0
2020-09-09T00:00:22.876Z,-9.66500,297.398,421.829,2.96000e+11,-999.000,358.000,0.00000,0
2020-09-09T00:00:23.875Z,-9.61500,297.435,421.816,2.92000e+11,-999.000,358.000,0.00000,0
2020-09-09T00:00:24.879Z,-9.56400,297.473,421.802,2.87000e+11,1368.00,358.000,0.00000,0
2020-09-09T00:00:25.880Z,-9.51400,297.510,421.789,2.83000e+11,1532.00,358.000,0.00000,0
2020-09-09T00:00:26.879Z,-9.46300,297.547,421.776,2.80000e+11,-999.000,358.000,0.00000,0
2020-09-09T00:00:27.880Z,-9.41300,297.584,421.763,2.76000e+11,1388.00,358.000,0.00000,0
2020-09-09T00:00:28.884Z,-9.36200,297.621,421.750,2.77000e+11,1462.00,358.000,0.00000,0
2020-09-09T00:00:29.884Z,-9.31200,297.658,421.737,2.84000e+11,-999.000,358.000,0.00000,0
2020-09-09T00:00:30.883Z,-9.26100,297.695,421.724,2.73000e+11,1540.00,358.000,0.00000,0
2020-09-09T00:00:31.884Z,-9.21100,297.732,421.711,2.77000e+11,1414.00,358.000,0.00000,0
2020-09-09T00:00:32.888Z,-9.16000,297.769,421.698,2.69000e+11,1383.00,358.000,0.00000,0
2020-09-09T00:00:33.887Z,-9.11000,297.806,421.685,2.70000e+11,-999.000,358.000,0.00000,0
2020-09-09T00:00:34.888Z,-9.05900,297.843,421.672,2.61000e+11,1517.00,358.000,0.00000,0
2020-09-09T00:00:35.887Z,-9.00900,297.879,421.659,2.63000e+11,1343.00,358.000,0.00000,0
