EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,LATITUDE_deg,LONGITUDE_deg,ALTITUDE_km,ION_DENSITY_m-3,ELECTRON_TEMPERATURE_K,ISS_PITCH_ANGLE_deg,SUNLIGHT_%,TIME_CODE_CORRECTION_
2020-09-11T00:00:00.144Z,-9.56700,285.714,423.182,3.10000e+11,1322.00,358.000,100.000,0
2020-09-11T00:00:01.143Z,-9.51700,285.751,423.169,3.41000e+11,1403.00,358.000,100.000,0
2020-09-11T00:00:02.143Z,-9.46600,285.788,423.157,3.22000e+11,1401.00,358.000,100.000,0
2020-09-11T00:00:03.144Z,-9.41600,285.825,423.145,3.45000e+11,1484.00,358.000,100.000,0
2020-09-11T00:00:04.148Z,-9.36500,285.862,423.133,3.22000e+11,1428.00,358.000,100.000,0
2020-09-11T00:00:05.147Z,-9.31400,285.899,423.121,3.20000e+11,1413.00,358.000,100.000,0
2020-09-11T00:00:06.148Z,-9.26400,285.936,423.109,3.27000e+11,1449.00,358.000,100.000,0
2020-09-11T00:00:07.147Z,-9.21300,285.973,423.097,3.36000e+11,1473.00,358.000,100.000,0
2020-09-11T00:00:08.151Z,-9.16200,286.011,423.085,3.35000e+11,1379.00,358.000,100.000,0
2020-09-11T00:00:09.152Z,-9.11200,286.047,423.073,3.44000e+11,1457.00,358.000,100.000,0
2020-09-11T00:00:10.152Z,-9.06100,286.084,423.061,3.32000e+11,1483.00,358.000,100.000,0
2020-09-11T00:00:11.151Z,-9.01100,286.121,423.049,3.38000e+11,1443.00,358.000,100.000,0
2020-09-11T00:00:12.155Z,-8.96000,286.158,423.037,3.15000e+11,1535.00,358.000,100.000,0
2020-09-11T00:00:13.156Z,-8.91000,286.195,423.025,3.45000e+11,1370.00,358.000,100.000,0
2020-09-11T00:00:14.155Z,-8.85900,286.232,423.013,3.23000e+11,1492.00,358.000,100.000,0
2020-09-11T00:00:15.156Z,-8.80900,286.269,423.001,3.33000e+11,1456.00,358.000,100.000,0
2020-09-11T00:00:16.160Z,-8.75800,286.305,422.989,3.25000e+11,1511.00,358.000,100.000,0
2020-09-11T00:00:17.159Z,-8.70700,286.342,422.978,3.43000e+11,1483.00,358.000,100.000,0
2020-09-11T00:00:18.160Z,-8.65700,286.379,422.966,3.38000e+11,1517.00,358.000,100.000,0
2020-09-11T00:00:19.160Z,-8.60600,286.416,422.954,3.37000e+11,1417.00,358.000,100.000,0
2020-09-11T00:00:20.164Z,-8.55600,286.452,422.942,3.36000e+11,1421.00,358.000,100.000,0
2020-09-11T00:00:21.163Z,-8.50500,286.489,422.931,3.35000e+11,1533.00,358.000,100.000,0
2020-09-11T00:00:22.164Z,-8.45500,286.526,422.919,3.25000e+11,1566.00,358.000,100.000,0
2020-09-11T00:00:23.168Z,-8.40400,286.563,422.907,3.58000e+11,1455.00,358.000,100.000,0
2020-09-11T00:00:24.167Z,-8.35300,286.599,422.896,3.44000e+11,1510.00,358.000,100.000,0
2020-09-11T00:00:25.168Z,-8.30200,286.636,422.884,3.42000e+11,1456.00,358.000,100.000,1
2020-09-11T00:00:26.167Z,-8.25200,286.673,422.872,3.46000e+11,1524.00,358.000,100.000,0
2020-09-11T00:00:27.167Z,-8.20100,286.709,422.861,3.72000e+11,1440.00,358.000,100.000,0
2020-09-11T00:00:28.168Z,-8.15100,286.746,422.849,3.53000e+11,1550.00,358.000,100.000,0
2020-09-11T00:00:29.172Z,-8.10000,286.783,422.838,3.67000e+11,1476.00,358.000,100.000,0
2020-09-11T00:00:30.171Z,-8.04900,286.819,422.826,3.69000e+11,1494.00,358.000,100.000,0
2020-09-11T00:00:31.172Z,-7.99800,286.856,422.815,3.66000e+11,1501.00,358.000,100.000,0
2020-09-11T00:00:32.176Z,-7.94800,286.892,422.803,3.48000e+11,1543.00,358.000,100.000,0
2020-09-11T00:00:33.175Z,-7.89700,286.930,422.792,-1.00000e+31,1497.00,358.000,100.000,0
2020-09-11T00:00:34.176Z,-7.84700,286.966,422.780,3.57000e+11,1455.00,358.000,100.000,0
2020-09-11T00:00:35.180Z,-7.79600,287.003,422.769,3.89000e+11,1471.00,358.000,100.000,0
2020-09-11T00:00:36.180Z,-7.74500,287.039,422.758,3.32000e+11,1548.00,358.000,100.000,0
2020-09-11T00:00:37.179Z,-7.69500,287.076,422.746,3.62000e+11,1481.00,358.000,100.000,0
2020-09-11T00:00:38.180Z,-7.64400,287.113,422.735,3.87000e+11,1490.00,358.000,100.000,0
2020-09-11T00:00:39.179Z,-7.59400,287.149,422.724,3.93000e+11,1463.00,358.000,100.000,0
2020-09-11T00:00:40.183Z,-7.54300,287.186,422.713,3.93000e+11,1509.00,358.000,100.000,0
2020-09-11T00:00:41.184Z,-7.49200,287.223,422.701,3.94000e+11,1477.00,358.000,100.000,0
2020-09-11T00:00:42.183Z,-7.44200,287.259,422.690,4.06000e+11,1454.00,358.000,100.000,0
2020-09-11T00:00:43.183Z,-7.39100,287.296,422.679,4.18000e+11,1364.00,358.000,100.000,0
2020-09-11T00:00:44.188Z,-7.34000,287.332,422.668,-1.00000e+31,1525.00,358.000,100.000,0
2020-09-11T00:00:45.188Z,-7.28900,287.369,422.657,4.29000e+11,1397.00,358.000,100.000,0
2020-09-11T00:00:46.187Z,-7.23800,287.405,422.646,4.41000e+11,1490.00,358.000,100.000,0
2020-09-11T00:00:47.188Z,-7.18800,287.442,422.634,4.52000e+11,1340.00,358.000,100.000,0
2020-09-11T00:00:48.192Z,-7.13700,287.478,422.623,-1.00000e+31,1443.00,358.000,100.000,0
2020-09-11T00:00:49.191Z,-7.08600,287.515,422.612,4.71000e+11,1404.00,358.000,100.000,0
2020-09-11T00:00:50.192Z,-7.03500,287.551,422.601,4.49000e+11,1350.00,358.000,100.000,0
2020-09-11T00:00:51.192Z,-6.98500,287.587,422.590,4.64000e+11,1395.00,358.000,100.000,0
2020-09-11T00:00:52.196Z,-6.93400,287.624,422.579,4.61000e+11,1484.00,358.000,100.000,0
2020-09-11T00:00:53.195Z,-6.88300,287.660,422.568,4.92000e+11,1311.00,358.000,100.000,0
2020-09-11T00:00:54.196Z,-6.83300,287.697,422.558,4.63000e+11,1429.00,358.000,100.000,0
2020-09-11T00:00:55.195Z,-6.78200,287.733,422.547,4.97000e+11,1464.00,358.000,100.000,0
2020-09-11T00:00:56.199Z,-6.73100,287.770,422.536,5.03000e+11,1427.00,358.000,100.000,0
2020-09-11T00:00:57.200Z,-6.68000,287.806,422.525,5.23000e+11,1430.00,358.000,100.000,1
2020-09-11T00:00:58.199Z,-6.63000,287.842,422.514,5.09000e+11,1435.00,358.000,100.000,0
2020-09-11T00:00:59.202Z,-6.57900,287.879,422.503,5.31000e+11,1386.00,358.000,100.000,3
2020-09-11T00:01:00.204Z,-6.52800,287.915,422.493,5.26000e+11,1413.00,358.000,100.000,0
2020-09-11T00:01:01.204Z,-6.47800,287.952,422.482,5.45000e+11,1504.00,358.000,100.000,0
2020-09-11T00:01:02.203Z,-6.42700,287.988,422.471,5.42000e+11,1419.00,358.000,100.000,0
2020-09-11T00:01:03.204Z,-6.37600,288.024,422.461,5.66000e+11,1249.00,358.000,100.000,1
2020-09-11T00:01:04.203Z,-6.32500,288.061,422.450,5.59000e+11,1375.00,358.000,100.000,0
2020-09-11T00:01:05.207Z,-6.27400,288.097,422.439,5.84000e+11,1568.00,358.000,100.000,0
2020-09-11T00:01:06.208Z,-6.22300,288.133,422.429,5.69000e+11,1495.00,358.000,100.000,0
2020-09-11T00:01:07.208Z,-6.17200,288.170,422.418,5.86000e+11,1342.00,358.000,100.000,0
